,facility1,facility2,facility3,facility4,facility5,facility6,facility7,facility8,facility9,facility10,facility11,facility12,facility13,facility14,facility15,facility16,facility17,facility18,facility19,facility20,facility21
5832,5832,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Near KTM/LRT,na,na,na,na
5833,5833,Security, Lift, Swimming Pool, Playground, Gymnasium,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5834,5834,Playground, Sauna, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Lift,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5835,5835,Security, Playground, Barbeque area, Swimming Pool, Gymnasium, Parking, Minimart,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5836,5836,Playground, Parking, Security, Minimart,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5837,5837,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track, Club house,na,na,na,na,Cooking Allowed,na,na,na,na,na
5838,5838,Parking, Sauna, Playground, Security, Jogging Track, Barbeque area, Swimming Pool, Gymnasium,na,na,na,na,na,na,unknown,na,na,na,na,na
5839,5839,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5840,5840,Security, Gymnasium, Parking, Swimming Pool, Lift, Playground, Sauna,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5841,5841,Jogging Track, Barbeque area, Sauna, Minimart, Playground, Swimming Pool, Gymnasium, Parking, Security, Lift,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5842,5842,Gymnasium, Parking, Playground, Swimming Pool, Security, Lift, Jogging Track, Minimart,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5843,5843,Lift, Multipurpose hall, Gymnasium, Security, Playground, Swimming Pool, Parking, Barbeque area, Jogging Track,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5844,5844,Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium, Jogging Track,na,na,na,na,na,na,Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine,na
5845,5845,Parking, Security, Gymnasium, Lift,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine, Internet,na,na
5846,5846,Minimart, Jogging Track, Playground, Parking, Security, Swimming Pool, Gymnasium, Lift,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5847,5847,Security, Swimming Pool, Barbeque area, Playground, Gymnasium, Multipurpose hall, Jogging Track, Parking, Lift,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine, Internet,na,na
5848,5848,Parking, Security, Lift, Swimming Pool, Playground, Minimart, Sauna, Gymnasium, Jogging Track,na,na,na,na,na,unknown,na,na,na,na,na
5849,5849,Gymnasium, Security, Lift, Barbeque area, Parking, Playground, Tennis Court, Sauna, Minimart, Swimming Pool, Squash Court, Jogging Track,na,na,Cooking Allowed,na,na,na,na,na
5850,5850,Swimming Pool, Parking, Security, Gymnasium, Lift, Playground, Sauna, Minimart, Multipurpose hall,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine, Internet, Near KTM/LRT,na
5851,5851,Playground, Multipurpose hall, Swimming Pool, Gymnasium, Security,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5852,5852,Gymnasium, Swimming Pool, Barbeque area, Sauna, Parking,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5853,5853,Tennis Court, Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium,na,na,na,na,na,na,na,Air-Cond,na,na,na,na,na
5854,5854,Jogging Track, Barbeque area, Tennis Court, Security, Multipurpose hall, Playground, Swimming Pool, Lift, Parking, Gymnasium, Sauna, Minimart,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5855,5855,Swimming Pool, Playground, Gymnasium, Security, Parking,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5856,5856,Security, Swimming Pool, Tennis Court, Parking, Barbeque area,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5857,5857,Jogging Track, Barbeque area, Club house, Parking, Security, Swimming Pool, Sauna, Playground,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5858,5858,Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5859,5859,Security, Playground, Swimming Pool, Gymnasium, Parking, Lift, Minimart, Jogging Track,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5860,5860,Security, Lift, Parking, Multipurpose hall,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5861,5861,Tennis Court, Gymnasium, Squash Court, Parking, Security, Minimart, Playground, Jogging Track, Swimming Pool, Lift,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5862,5862,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5863,5863,Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5864,5864,Swimming Pool, Gymnasium, Parking, Playground, Security, Lift,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5865,5865,Sauna, Parking,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5866,5866,Gymnasium, Tennis Court, Parking, Barbeque area, Club house, Swimming Pool, Sauna, Security,na,na,na,na,na,na,unknown,na,na,na,na,na
5867,5867,Tennis Court, Security, Swimming Pool, Playground, Gymnasium, Parking, Barbeque area, Lift,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
5868,5868,Security, Minimart, Swimming Pool, Parking, Playground, Gymnasium, Squash Court, Lift, Barbeque area, Jogging Track,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5869,5869,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5870,5870,Parking, Swimming Pool, Security, Playground, Gymnasium, Barbeque area, Club house, Minimart, Lift, Jogging Track, Multipurpose hall,na,na,na,Air-Cond, Washing Machine,na,na,na,na
5871,5871,Playground, Parking, Security, Lift, Swimming Pool, Gymnasium, Jogging Track, Minimart,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5872,5872,Parking, Swimming Pool, Security, Lift, Playground, Gymnasium, Minimart, Multipurpose hall, Tennis Court,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
5873,5873,Swimming Pool, Tennis Court, Barbeque area, Parking, Minimart, Sauna, Playground, Gymnasium, Squash Court, Security, Lift,na,na,na,Near KTM/LRT, Cooking Allowed, Internet, Air-Cond,na,na
5874,5874,Parking, Security, Lift, Playground, Swimming Pool, Minimart, Jogging Track, Gymnasium,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5875,5875,Playground, Swimming Pool, Jogging Track, Lift, Barbeque area, Sauna, Squash Court, Multipurpose hall, Parking, Security, Minimart, Gymnasium, Tennis Court,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5876,5876,Parking, Playground, Swimming Pool, Jogging Track, Minimart, Security, Gymnasium, Lift,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5877,5877,Parking, Security, Lift, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5878,5878,Playground, Parking, Security, Jogging Track,na,na,na,na,na,na,na,na,na,na,Near KTM/LRT, Cooking Allowed,na,na,na,na
5879,5879,Barbeque area, Parking, Minimart, Swimming Pool, Gymnasium, Security, Lift, Playground, Jogging Track,na,na,na,na,na,Cooking Allowed, Near KTM/LRT, Internet,na,na,na
5880,5880,Lift, Parking,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
5881,5881,Playground, Gymnasium, Swimming Pool, Barbeque area, Parking, Security, Jogging Track, Multipurpose hall, Lift, Minimart,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5882,5882,Swimming Pool, Parking, Minimart, Playground, Security, Lift, Barbeque area,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5883,5883,Swimming Pool, Parking, Minimart, Playground, Security, Lift,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5884,5884,Swimming Pool, Parking, Security, Gymnasium, Lift, Playground, Minimart, Jogging Track, Barbeque area,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5885,5885,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Multipurpose hall,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5886,5886,Playground, Gymnasium, Swimming Pool, Barbeque area, Parking, Security, Jogging Track, Multipurpose hall, Lift, Minimart,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
5887,5887,Parking, Lift, Playground, Tennis Court, Security, Minimart, Gymnasium, Jogging Track,na,na,na,na,na,na,unknown,na,na,na,na,na
5888,5888,Security, Barbeque area, Parking, Swimming Pool, Playground,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
5889,5889,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5890,5890,Multipurpose hall, Parking, Security, Gymnasium, Playground, Swimming Pool, Lift,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine, Internet,na,na
5891,5891,Multipurpose hall, Parking, Security, Playground, Gymnasium, Lift, Minimart, Barbeque area, Jogging Track,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
5892,5892,Parking, Security, Tennis Court, Jogging Track, Multipurpose hall, Playground, Minimart, Lift, Swimming Pool, Gymnasium, Barbeque area,na,na,na,Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine,na
5893,5893,Security, Playground, Parking, Jogging Track, Barbeque area, Multipurpose hall, Gymnasium, Lift,na,na,na,na,na,na,Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine,na
5894,5894,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5895,5895,Security, Playground, Tennis Court, Minimart, Gymnasium, Sauna, Squash Court, Lift, Parking, Swimming Pool, Barbeque area, Jogging Track, Multipurpose hall,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
5896,5896,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT, Washing Machine,na,na,na
5897,5897,Lift, Playground, Gymnasium, Sauna, Minimart, Squash Court, Parking, Security, Swimming Pool, Barbeque area, Multipurpose hall,na,na,na,Cooking Allowed, Air-Cond,na,na,na,na
5898,5898,Barbeque area, Security, Playground, Club house, Parking, Minimart, Swimming Pool, Tennis Court, Gymnasium,na,na,na,na,na,unknown,na,na,na,na,na
5899,5899,Parking, Gymnasium, Minimart, Swimming Pool, Playground, Squash Court, Lift,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5900,5900,Multipurpose hall, Playground, Swimming Pool, Jogging Track, Security, Minimart, Gymnasium, Tennis Court,na,na,na,na,na,na,unknown,na,na,na,na,na
5901,5901,Swimming Pool, Parking, Minimart, Barbeque area, Security, Gymnasium,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5902,5902,Minimart, Security, Parking, Playground, Swimming Pool, Lift, Barbeque area,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5903,5903,Parking, Playground, Security, Minimart, Swimming Pool, Lift, Barbeque area,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5904,5904,Multipurpose hall, Security, Parking, Swimming Pool, Barbeque area, Playground, Gymnasium, Lift, Sauna,na,na,na,na,na,unknown,na,na,na,na,na
5905,5905,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5906,5906,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5907,5907,Playground, Parking, Security, Multipurpose hall, Lift, Sauna, Tennis Court,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5908,5908,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5909,5909,Security, Parking, Playground, Barbeque area, Swimming Pool, Lift, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
5910,5910,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT, Air-Cond,na,na,na
5911,5911,Parking, Security, Lift, Swimming Pool, Playground,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
5912,5912,Playground, Parking, Security, Swimming Pool, Barbeque area, Sauna, Multipurpose hall,na,na,na,na,na,na,na,Cooking Allowed, Air-Cond, Washing Machine,na,na,na
5913,5913,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5914,5914,Jogging Track, Gymnasium, Playground, Parking,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5915,5915,Playground, Security, Minimart, Swimming Pool, Parking, Gymnasium, Lift,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5916,5916,Lift, Parking, Security, Gymnasium, Minimart, Barbeque area, Tennis Court, Sauna, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Squash Court,na,Air-Cond, Cooking Allowed,na,na,na,na
5917,5917,Security, Swimming Pool, Sauna, Jogging Track,na,na,na,na,na,na,na,na,na,na,Near KTM/LRT, Washing Machine, Air-Cond, Cooking Allowed,na,na
5918,5918,Gymnasium, Swimming Pool, Security, Playground, Parking, Lift,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5919,5919,Swimming Pool, Barbeque area, Parking, Gymnasium, Jogging Track, Sauna, Security, Playground,na,na,na,na,na,na,unknown,na,na,na,na,na
5920,5920,Parking, Security, Minimart,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5921,5921,Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Lift, Playground,na,na,na,na,na,na,na,Air-Cond,na,na,na,na,na
5922,5922,Security, Lift, Swimming Pool, Playground, Parking, Gymnasium,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5923,5923,Gymnasium, Sauna, Parking, Swimming Pool, Security, Lift,na,na,na,na,na,na,na,na,Air-Cond, Washing Machine,na,na,na,na
5924,5924,Security, Gymnasium, Tennis Court, Playground, Lift,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5925,5925,Gymnasium, Multipurpose hall, Swimming Pool, Security, Parking, Lift,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5926,5926,Parking, Security, Lift, Playground, Gymnasium, Minimart, Multipurpose hall,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
5927,5927,Minimart, Swimming Pool, Security, Gymnasium, Parking, Squash Court, Playground,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5928,5928,Gymnasium, Lift, Barbeque area, Parking, Security, Swimming Pool, Jogging Track, Minimart, Playground,na,na,na,na,na,Air-Cond, Washing Machine,na,na,na,na
5929,5929,Parking, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Lift, Barbeque area,na,na,na,na,na,na,unknown,na,na,na,na,na
5930,5930,Jogging Track, Barbeque area, Security, Parking, Playground, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Gymnasium, Sauna, Minimart,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5931,5931,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5932,5932,Parking, Security, Lift, Playground, Minimart,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
5933,5933,Parking, Security, Lift,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Near KTM/LRT, Washing Machine,na,na,na
5934,5934,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5935,5935,Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Tennis Court, Squash Court,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5936,5936,Squash Court, Parking, Gymnasium, Barbeque area, Sauna, Swimming Pool, Jogging Track, Minimart, Playground, Security, Lift,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5937,5937,Gymnasium, Tennis Court, Security, Minimart, Parking, Barbeque area, Sauna, Playground, Swimming Pool, Lift, Multipurpose hall, Jogging Track, Club house, Squash Court,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5938,5938,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5939,5939,Parking, Security, Lift,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Internet,na,na
5940,5940,Parking, Security, Lift, Playground,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5941,5941,Playground, Swimming Pool, Parking, Security, Sauna, Minimart, Gymnasium, Tennis Court, Squash Court,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
5942,5942,Security, Barbeque area, Parking, Playground, Swimming Pool, Lift,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
5943,5943,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5944,5944,Parking, Minimart,na,na,na,na,na,na,na,na,na,na,na,na,Near KTM/LRT,na,na,na,na,na
5945,5945,Swimming Pool, Playground, Parking, Security, Minimart, Lift,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
5946,5946,Parking, Playground, Swimming Pool, Minimart, Security, Lift,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
5947,5947,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
5948,5948,Gymnasium, Multipurpose hall, Parking, Security, Sauna, Swimming Pool, Tennis Court, Playground, Squash Court, Lift, Minimart, Jogging Track, Club house,na,Air-Cond,na,na,na,na,na
5949,5949,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine,na,na
5950,5950,Swimming Pool, Playground, Parking, Security, Minimart, Lift,na,na,na,na,na,na,na,na,Cooking Allowed, Air-Cond, Washing Machine,na,na,na
5951,5951,Parking, Security, Lift, Playground,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
5952,5952,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
